image_name,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y
1925.jpg,66,35,29,32
1926.jpg,68,36,27,42
1927.jpg,63,39,29,33
1928.jpg,63,40,26,34
1929.jpg,62,35,23,36
1930.jpg,62,35,27,40
1931.jpg,66,38,30,34
1932.jpg,65,42,34,39
1933.jpg,70,43,30,32
1934.jpg,60,37,28,35
1935.jpg,44,40,18,33
1936.jpg,64,32,33,38
1937.jpg,67,36,29,37
1938.jpg,64,33,32,37
1939.jpg,63,36,25,37
1940.jpg,59,35,29,42
1941.jpg,68,32,28,39
1942.jpg,69,40,30,38
1943.jpg,66,38,30,37
1944.jpg,64,39,28,34
1945.jpg,66,38,30,40
1946.jpg,63,39,28,41
1947.jpg,65,35,29,41
1948.jpg,54,36,29,39
1949.jpg,62,36,28,36
1950.jpg,64,34,26,33
1951.jpg,68,37,27,39
1952.jpg,60,44,36,37
1953.jpg,66,38,32,37
1954.jpg,65,35,30,36
1955.jpg,69,39,27,38
1956.jpg,73,41,34,36
1957.jpg,64,38,29,37
1958.jpg,63,37,21,36
1959.jpg,48,38,10,28
1960.jpg,67,35,25,38
1961.jpg,66,35,30,45
1962.jpg,62,37,31,35
1963.jpg,68,36,27,36
1964.jpg,71,42,33,37
1965.jpg,65,35,35,38
1966.jpg,66,38,33,41
1967.jpg,64,37,30,37
1968.jpg,64,38,29,37
1969.jpg,66,37,24,36
1970.jpg,63,35,31,35
1971.jpg,67,32,30,36
1972.jpg,76,37,32,38
1973.jpg,70,41,31,37
1974.jpg,70,39,27,32
1975.jpg,67,35,30,35
1976.jpg,67,33,32,32
1977.jpg,63,38,34,38
1978.jpg,64,37,33,42
1979.jpg,62,34,30,40
1980.jpg,69,36,35,34
1981.jpg,62,36,36,42
1982.jpg,66,37,28,37
1983.jpg,64,41,32,30
1984.jpg,67,36,27,36
1985.jpg,64,37,29,41
1986.jpg,78,32,32,33
1987.jpg,65,33,27,41
1988.jpg,69,41,31,32
1989.jpg,68,39,32,37
1990.jpg,68,38,30,38
1991.jpg,67,37,30,33
1992.jpg,64,32,28,41
1993.jpg,66,37,30,39
1994.jpg,67,36,27,37
1995.jpg,67,33,21,38
1996.jpg,67,38,30,40
1997.jpg,68,37,32,33
1998.jpg,67,39,33,37
1999.jpg,66,40,28,39
2000.jpg,64,37,29,38
2001.jpg,65,31,32,39
2002.jpg,67,36,25,41
2003.jpg,65,37,27,37
2004.jpg,66,40,33,38
2005.jpg,71,36,27,41
2006.jpg,64,32,31,43
2007.jpg,66,36,30,35
2008.jpg,66,38,31,32
2009.jpg,66,37,30,33
2010.jpg,65,39,30,35
2011.jpg,64,39,29,37
2012.jpg,62,41,27,34
2013.jpg,66,36,27,36
2014.jpg,64,40,29,38
2015.jpg,69,34,34,35
2016.jpg,65,31,32,39
2017.jpg,64,38,31,33
2018.jpg,65,35,31,37
2019.jpg,63,35,29,37
2020.jpg,65,34,27,36
2021.jpg,70,35,26,36
2022.jpg,70,34,31,37
2023.jpg,64,38,28,41
2024.jpg,66,32,27,39
2025.jpg,64,32,36,41
2026.jpg,70,32,28,39
2027.jpg,65,36,31,38
2028.jpg,64,39,29,37
2029.jpg,62,31,33,31
2030.jpg,71,32,24,34
2031.jpg,62,39,31,38
2032.jpg,67,38,36,37
2033.jpg,66,34,27,37
2034.jpg,65,32,28,39
2035.jpg,65,38,29,37
2036.jpg,66,36,35,33
2037.jpg,67,34,29,39
2038.jpg,62,36,32,37
2039.jpg,70,35,33,37
2040.jpg,65,35,32,35
2041.jpg,65,38,29,37
2042.jpg,58,37,31,36
2043.jpg,63,35,29,33
2044.jpg,63,35,30,41
2045.jpg,65,32,24,30
2046.jpg,61,38,30,37
2047.jpg,63,31,30,40
2048.jpg,68,33,30,41
2049.jpg,63,31,27,38
2050.jpg,69,37,29,38
2051.jpg,66,36,30,32
2052.jpg,65,35,29,40
2053.jpg,62,41,31,32
2054.jpg,65,33,27,41
2055.jpg,68,40,28,37
2056.jpg,56,35,30,36
2057.jpg,71,36,28,37
2058.jpg,67,35,31,34
2059.jpg,67,39,26,32
2060.jpg,65,41,29,40
2061.jpg,65,40,31,34
2062.jpg,68,32,29,40
2063.jpg,64,39,33,34
2064.jpg,67,40,31,32
2065.jpg,60,37,30,39
2066.jpg,64,39,33,33
2067.jpg,67,37,28,33
2068.jpg,68,36,34,37
2069.jpg,68,37,29,34
2070.jpg,69,37,33,39
2071.jpg,65,37,23,40
2072.jpg,64,34,26,41
2073.jpg,59,32,30,34
2074.jpg,62,34,30,39
2075.jpg,71,33,34,42
2076.jpg,63,37,32,37
2077.jpg,65,37,31,36
2078.jpg,68,35,29,34
2079.jpg,59,33,31,34
2080.jpg,67,39,30,37
2081.jpg,57,33,29,35
2082.jpg,65,36,28,40
2083.jpg,68,34,32,38
2084.jpg,66,39,24,40
2085.jpg,56,36,32,35
2086.jpg,68,32,35,33
2087.jpg,65,34,34,38
2088.jpg,65,44,29,38
2089.jpg,66,37,30,34
2090.jpg,62,36,33,37
2091.jpg,59,37,31,36
2092.jpg,62,40,34,39
2093.jpg,68,37,30,36
2094.jpg,69,33,26,34
2095.jpg,70,37,29,36
2096.jpg,70,35,29,38
2097.jpg,56,36,29,36
2098.jpg,64,41,27,34
2099.jpg,65,36,29,35
2100.jpg,62,33,27,38
2101.jpg,64,35,38,42
2102.jpg,65,33,27,37
2103.jpg,66,34,25,34
2104.jpg,69,39,30,36
2105.jpg,66,36,24,38
2106.jpg,68,39,36,41
2107.jpg,64,35,34,37
2108.jpg,63,32,28,35
2109.jpg,67,34,29,37
2110.jpg,66,33,29,33
2111.jpg,63,37,29,39
2112.jpg,61,35,25,40
2113.jpg,65,34,33,39
2114.jpg,63,33,36,40
2115.jpg,68,33,28,34
2116.jpg,67,39,31,35
2117.jpg,68,31,24,33
2118.jpg,67,37,32,41
2119.jpg,67,36,31,40
2120.jpg,64,37,30,40
2121.jpg,62,37,40,45
2122.jpg,70,38,31,38
2123.jpg,70,38,31,37
2124.jpg,68,33,30,34
2125.jpg,68,38,31,35
2126.jpg,67,38,31,37
2127.jpg,65,37,29,37
2128.jpg,58,33,29,36
2129.jpg,64,42,34,31
2130.jpg,68,38,31,37
2131.jpg,69,34,30,35
2132.jpg,68,33,30,35
2133.jpg,64,38,31,33
2134.jpg,60,38,26,35
2135.jpg,71,35,32,37
2136.jpg,69,38,31,35
2137.jpg,66,36,25,36
2138.jpg,65,36,31,37
2139.jpg,54,37,33,32
2140.jpg,70,36,33,39
2141.jpg,67,36,30,36
2142.jpg,68,35,32,40
2143.jpg,65,34,35,36
2144.jpg,70,38,35,36
2145.jpg,67,36,30,40
2146.jpg,64,33,30,40
2147.jpg,66,35,29,39
2148.jpg,68,39,32,36
2149.jpg,67,35,29,37
2150.jpg,67,37,30,39
2151.jpg,66,39,31,36
2152.jpg,61,36,30,38
2153.jpg,66,38,31,39
2154.jpg,63,32,22,35
2155.jpg,67,37,32,38
2156.jpg,72,31,23,33
2157.jpg,69,32,30,38
2158.jpg,64,37,30,35
2159.jpg,65,42,29,37
2160.jpg,65,38,29,34
2161.jpg,66,37,31,37
2162.jpg,71,36,28,35
2163.jpg,68,36,27,39
2164.jpg,70,36,34,37
2165.jpg,69,37,30,38
2166.jpg,69,38,30,34
2167.jpg,66,37,31,32
2168.jpg,65,34,31,36
2169.jpg,66,34,27,38
2170.jpg,64,33,30,33
2171.jpg,64,36,25,36
2172.jpg,71,34,22,34
2173.jpg,64,37,25,37
2174.jpg,55,37,29,35
2175.jpg,61,33,29,43
2176.jpg,41,37,12,41
2177.jpg,67,37,29,37
2178.jpg,67,32,30,38
2179.jpg,62,35,38,38
2180.jpg,65,36,30,39
2181.jpg,64,40,32,30
2182.jpg,65,35,27,38
2183.jpg,67,36,28,34
2184.jpg,84,51,43,51
2185.jpg,69,40,35,34
2186.jpg,68,37,28,32
2187.jpg,63,32,32,33
2188.jpg,67,36,30,37
2189.jpg,69,38,28,38
2190.jpg,62,34,28,38
2191.jpg,63,34,29,36
2192.jpg,66,34,31,40
2193.jpg,63,41,31,32
2194.jpg,67,39,31,38
2195.jpg,68,36,30,31
2196.jpg,61,35,27,36
2197.jpg,63,35,30,39
2198.jpg,65,34,32,36
2199.jpg,66,38,30,35
2200.jpg,66,32,35,43
2201.jpg,65,40,31,34
2202.jpg,64,33,28,36
2203.jpg,65,34,32,40
2204.jpg,61,36,30,37
2205.jpg,67,32,28,37
2206.jpg,63,37,32,38
2207.jpg,67,43,28,35
2208.jpg,69,37,27,35
2209.jpg,67,33,23,35
2210.jpg,70,39,33,33
2211.jpg,69,36,34,35
2212.jpg,67,30,29,36
2213.jpg,68,36,32,36
2214.jpg,63,32,27,39
2215.jpg,64,36,28,39
2216.jpg,66,35,35,37
2217.jpg,64,37,29,40
2218.jpg,64,36,26,39
2219.jpg,67,36,27,39
2220.jpg,65,32,27,38
2221.jpg,64,34,31,39
2222.jpg,63,34,31,37
2223.jpg,65,31,30,39
2224.jpg,63,34,26,39
2225.jpg,71,33,28,33
2226.jpg,62,32,29,40
2227.jpg,66,36,31,34
2228.jpg,45,39,22,38
2229.jpg,61,32,31,36
2230.jpg,65,37,30,37
2231.jpg,63,33,27,38
2232.jpg,64,34,28,37
2233.jpg,65,36,28,37
2234.jpg,65,36,29,38
2235.jpg,63,34,32,41
2236.jpg,67,36,30,39
2237.jpg,65,36,26,38
2238.jpg,65,36,28,40
2239.jpg,63,36,29,38
2240.jpg,67,34,28,39
2241.jpg,61,30,23,36
2242.jpg,66,32,32,39
2243.jpg,68,39,29,33
2244.jpg,66,37,30,40
2245.jpg,66,36,29,36
2246.jpg,65,38,30,37
2247.jpg,64,36,31,38
2248.jpg,66,34,27,39
2249.jpg,64,35,32,38
2250.jpg,66,33,28,37
2251.jpg,66,36,29,38
2252.jpg,66,33,29,38
2253.jpg,64,37,27,37
2254.jpg,66,36,32,35
2255.jpg,66,34,30,38
2256.jpg,66,30,25,33
2257.jpg,64,33,25,38
2258.jpg,63,34,26,39
2259.jpg,64,34,28,38
2260.jpg,64,35,30,33
2261.jpg,67,35,33,34
2262.jpg,65,36,25,37
2263.jpg,62,35,32,35
2264.jpg,64,30,29,32
2265.jpg,68,38,28,37
2266.jpg,64,30,27,40
2267.jpg,66,34,30,38
2268.jpg,48,43,23,40
2269.jpg,66,38,30,38
2270.jpg,66,36,31,40
2271.jpg,68,44,33,35
2272.jpg,65,33,34,37
2273.jpg,68,40,10,40
2274.jpg,64,37,32,36
2275.jpg,66,38,33,37
2276.jpg,45,41,22,39
2277.jpg,65,34,32,38
2278.jpg,68,36,32,40
2279.jpg,66,42,32,38
2280.jpg,75,44,33,35
2281.jpg,69,35,28,38
2282.jpg,63,41,34,38
2283.jpg,65,33,30,44
2284.jpg,66,35,30,35
2285.jpg,64,37,32,35
2286.jpg,68,40,27,40
2287.jpg,65,38,27,39
2288.jpg,65,42,32,35
2289.jpg,61,41,33,40
2290.jpg,66,38,28,39
2291.jpg,67,38,26,40
2292.jpg,66,39,31,38
2293.jpg,65,44,30,37
2294.jpg,65,37,30,39
2295.jpg,66,39,30,34
2296.jpg,65,39,30,37
2297.jpg,67,39,32,38
2298.jpg,68,37,28,38
2299.jpg,63,38,33,38
2300.jpg,66,37,30,38
2301.jpg,63,35,31,41
2302.jpg,65,39,31,38
2303.jpg,63,41,34,39
2304.jpg,69,42,38,43
2305.jpg,70,42,38,41
2306.jpg,63,37,30,36
2307.jpg,65,39,36,34
2308.jpg,65,38,31,35
2309.jpg,66,43,33,36
2310.jpg,68,36,28,37
2311.jpg,66,38,29,37
2312.jpg,63,38,29,37
2313.jpg,67,36,31,34
2314.jpg,71,37,31,41
2315.jpg,64,39,30,39
2316.jpg,67,34,27,39
2317.jpg,67,36,27,39
2318.jpg,70,37,29,34
2319.jpg,65,39,28,38
2320.jpg,65,43,34,41
2321.jpg,66,38,29,38
2322.jpg,67,37,30,35
2323.jpg,63,38,30,39
2324.jpg,67,36,30,39
2325.jpg,66,40,29,39
2326.jpg,63,37,33,37
2327.jpg,67,36,28,38
2328.jpg,65,41,32,39
2329.jpg,62,33,26,38
2330.jpg,67,37,28,35
2331.jpg,62,35,30,39
2332.jpg,63,37,33,41
2333.jpg,67,34,28,38
2334.jpg,63,35,28,37
2335.jpg,65,37,28,34
2336.jpg,63,41,27,42
2337.jpg,68,37,29,38
2338.jpg,61,37,30,49
2339.jpg,64,34,30,43
2340.jpg,62,34,27,34
2341.jpg,63,36,33,42
2342.jpg,70,36,35,39
2343.jpg,72,41,40,38
2344.jpg,67,38,32,37
2345.jpg,66,41,32,37
2346.jpg,66,36,27,38
2347.jpg,65,41,30,39
2348.jpg,66,41,31,35
2349.jpg,66,36,31,36
2350.jpg,66,43,33,34
2351.jpg,64,37,28,40
2352.jpg,66,37,29,37
2353.jpg,67,39,34,35
2354.jpg,65,38,30,36
2355.jpg,65,32,24,38
2356.jpg,45,42,27,43
2357.jpg,64,38,28,36
2358.jpg,60,32,30,41
2359.jpg,63,35,28,41
2360.jpg,70,40,31,35
2361.jpg,67,37,29,39
2362.jpg,65,37,37,32
2363.jpg,70,38,34,30
2364.jpg,65,37,28,39
2365.jpg,68,36,28,31
2366.jpg,65,38,33,37
2367.jpg,65,30,30,35
2368.jpg,66,36,28,39
2369.jpg,67,36,28,37
2370.jpg,65,39,29,39
2371.jpg,64,38,33,40
2372.jpg,64,40,29,32
2373.jpg,69,34,32,37
2374.jpg,67,41,34,34
2375.jpg,68,39,31,36
2376.jpg,66,37,29,33
2377.jpg,68,36,34,40
2378.jpg,64,40,31,37
2379.jpg,64,39,29,40
2380.jpg,67,39,31,35
2381.jpg,60,34,28,39
2382.jpg,66,34,29,36
2383.jpg,64,38,34,36
2384.jpg,66,38,33,36
2385.jpg,65,36,32,35
2386.jpg,60,37,30,43
2387.jpg,64,37,33,38
2388.jpg,64,31,32,35
2389.jpg,69,33,28,35
2390.jpg,64,35,30,39
2391.jpg,62,35,32,43
2392.jpg,68,35,27,34
2393.jpg,67,37,30,38
2394.jpg,66,39,31,39
2395.jpg,66,39,29,41
2396.jpg,66,34,30,40
2397.jpg,61,34,28,36
2398.jpg,65,36,27,41
2399.jpg,65,35,33,38
2400.jpg,65,37,34,38
2401.jpg,63,36,31,40
2402.jpg,61,42,34,42
2403.jpg,63,36,28,37
2404.jpg,71,40,38,38
2405.jpg,63,40,29,40
2406.jpg,66,38,31,38
2407.jpg,67,42,36,38
2408.jpg,64,37,34,37
2409.jpg,61,44,35,44
2410.jpg,64,39,33,40
2411.jpg,64,38,31,36
2412.jpg,68,38,29,38
2413.jpg,66,36,30,39
2414.jpg,62,37,29,34
2415.jpg,64,36,32,35
2416.jpg,65,37,30,36
2417.jpg,60,34,34,42
2418.jpg,65,41,33,40
2419.jpg,62,34,27,36
2420.jpg,68,43,34,38
2421.jpg,64,40,36,41
2422.jpg,47,40,24,37
2423.jpg,66,39,35,36
2424.jpg,70,34,38,36
2425.jpg,64,41,33,41
2426.jpg,67,36,32,39
2427.jpg,67,40,30,36
2428.jpg,68,30,28,39
2429.jpg,62,41,35,43
2430.jpg,68,41,33,37
2431.jpg,63,35,32,45
2432.jpg,68,41,28,39
2433.jpg,69,37,36,38
2434.jpg,61,36,30,38
2435.jpg,62,37,37,34
2436.jpg,61,38,29,37
2437.jpg,73,73,51,78
2438.jpg,69,34,30,37
2439.jpg,66,38,33,39
2440.jpg,67,37,29,39
2441.jpg,65,37,33,35
2442.jpg,66,32,29,39
2443.jpg,64,39,34,39
2444.jpg,66,40,33,38
2445.jpg,65,36,36,37
2446.jpg,51,45,21,36
2447.jpg,66,37,26,38
2448.jpg,64,37,32,35
2449.jpg,71,31,28,36
2450.jpg,65,37,30,37
2451.jpg,65,38,30,37
2452.jpg,64,34,28,42
2453.jpg,66,38,31,39
2454.jpg,63,33,26,35
2455.jpg,68,45,36,37
2456.jpg,67,39,40,39
2457.jpg,70,34,30,39
2458.jpg,63,33,32,40
2459.jpg,65,35,24,37
2460.jpg,66,35,29,39
2461.jpg,66,41,31,36
2462.jpg,68,35,30,39
2463.jpg,68,34,29,35
2464.jpg,63,42,28,39
2465.jpg,65,37,29,37
2466.jpg,74,31,29,42
2467.jpg,67,36,28,36
2468.jpg,50,47,11,41
2469.jpg,60,41,30,41
2470.jpg,65,32,29,39
2471.jpg,65,36,28,36
2472.jpg,65,36,30,37
2473.jpg,65,35,26,41
2474.jpg,65,35,29,37
2475.jpg,65,38,32,40
2476.jpg,66,35,30,33
2477.jpg,69,38,26,35
2478.jpg,62,35,29,39
2479.jpg,65,38,31,40
2480.jpg,69,43,31,34
2481.jpg,64,38,32,40
2482.jpg,68,41,31,38
2483.jpg,66,38,33,37
2484.jpg,64,34,32,38
2485.jpg,68,36,29,40
2486.jpg,65,36,30,38
2487.jpg,69,38,32,38
2488.jpg,66,38,30,42
2489.jpg,52,45,32,34
2490.jpg,63,35,30,43
2491.jpg,67,41,32,35
2492.jpg,66,37,30,38
2493.jpg,65,37,30,38
2494.jpg,64,38,30,38
2495.jpg,69,39,34,43
2496.jpg,66,37,31,39
2497.jpg,63,33,29,36
2498.jpg,63,36,24,42
2499.jpg,63,37,32,34
2500.jpg,66,38,31,40
2501.jpg,65,39,32,40
2502.jpg,64,40,34,39
2503.jpg,66,34,27,41
2504.jpg,66,39,30,34
2505.jpg,70,33,30,28
2506.jpg,68,41,29,37
2507.jpg,64,39,28,39
2508.jpg,66,38,31,40
2509.jpg,65,38,30,39
2510.jpg,67,38,30,37
2511.jpg,67,39,32,40
2512.jpg,62,32,30,35
2513.jpg,63,34,33,40
2514.jpg,68,36,29,35
2515.jpg,67,37,32,33
2516.jpg,68,36,21,36
2517.jpg,39,41,9,39
2518.jpg,69,36,26,42
2519.jpg,67,35,31,31
2520.jpg,69,37,31,37
2521.jpg,64,35,33,38
2522.jpg,66,40,28,37
2523.jpg,64,40,28,38
2524.jpg,45,36,18,47
2525.jpg,68,36,29,37
2526.jpg,67,37,28,40
2527.jpg,64,39,29,33
2528.jpg,68,34,30,42
2529.jpg,61,41,32,39
2530.jpg,67,38,30,35
2531.jpg,67,35,32,36
2532.jpg,66,38,33,36
2533.jpg,65,33,24,38
2534.jpg,67,35,30,39
2535.jpg,66,32,31,37
2536.jpg,63,39,32,37
2537.jpg,67,37,29,38
2538.jpg,67,35,29,37
2539.jpg,65,37,29,37
2540.jpg,67,37,30,34
2541.jpg,65,39,24,37
2542.jpg,73,40,31,41
2543.jpg,67,36,31,37
2544.jpg,65,41,30,38
2545.jpg,66,45,31,36
2546.jpg,55,66,34,65
2547.jpg,71,42,31,37
2548.jpg,67,37,29,39
2549.jpg,65,33,29,40
2550.jpg,67,39,30,41
2551.jpg,64,40,31,39
2552.jpg,65,37,29,39
2553.jpg,65,33,30,38
2554.jpg,65,37,31,39
2555.jpg,66,37,30,38
2556.jpg,76,39,20,34
2557.jpg,67,32,30,37
2558.jpg,65,36,29,37
2559.jpg,69,41,36,35
2560.jpg,66,33,31,39
2561.jpg,67,36,32,39
2562.jpg,65,36,30,37
2563.jpg,68,40,30,37
2564.jpg,65,36,32,37
2565.jpg,63,37,31,42
2566.jpg,69,38,30,37
2567.jpg,59,35,34,34
2568.jpg,68,38,28,37
2569.jpg,68,38,29,38
2570.jpg,71,37,27,35
2571.jpg,64,38,29,39
2572.jpg,65,36,27,36
2573.jpg,63,32,27,38
2574.jpg,77,28,37,36
2575.jpg,66,38,29,38
2576.jpg,65,32,31,40
2577.jpg,60,38,29,44
2578.jpg,68,38,30,37
2579.jpg,64,39,32,38
2580.jpg,68,42,31,34
2581.jpg,63,26,33,40
2582.jpg,66,36,30,38
2583.jpg,67,38,30,38
2584.jpg,66,42,31,37
2585.jpg,72,37,28,37
2586.jpg,66,38,30,39
2587.jpg,66,36,29,38
2588.jpg,64,37,30,39
2589.jpg,65,41,28,35
2590.jpg,63,41,25,36
2591.jpg,67,36,30,37
2592.jpg,66,38,29,37
2593.jpg,68,38,32,36
2594.jpg,67,37,28,31
2595.jpg,69,41,31,38
2596.jpg,67,41,32,35
2597.jpg,66,36,27,34
2598.jpg,66,38,28,40
2599.jpg,63,41,29,38
2600.jpg,69,37,32,36
2601.jpg,66,36,30,37
2602.jpg,68,38,28,32
2603.jpg,68,33,24,40
2604.jpg,67,40,27,35
2605.jpg,65,36,30,35
2606.jpg,65,33,31,40
2607.jpg,66,37,29,36
2608.jpg,65,34,29,38
2609.jpg,70,36,30,38
2610.jpg,66,34,31,41
2611.jpg,63,33,26,37
2612.jpg,67,36,30,35
2613.jpg,50,43,21,39
2614.jpg,67,40,40,36
2615.jpg,67,37,29,37
2616.jpg,66,39,31,42
2617.jpg,68,36,26,36
2618.jpg,67,43,32,36
2619.jpg,65,37,29,37
2620.jpg,67,38,29,34
2621.jpg,69,35,29,36
2622.jpg,66,37,31,38
2623.jpg,65,37,29,35
2624.jpg,67,38,32,36
2625.jpg,65,37,33,39
2626.jpg,67,40,31,37
2627.jpg,68,38,27,39
2628.jpg,67,37,31,38
2629.jpg,65,40,30,37
2630.jpg,64,29,31,37
2631.jpg,64,37,32,40
2632.jpg,68,38,29,40
2633.jpg,68,35,28,36
2634.jpg,71,35,32,36
2635.jpg,65,35,31,36
2636.jpg,64,35,30,38
2637.jpg,66,39,34,33
2638.jpg,65,40,31,39
2639.jpg,69,34,32,33
2640.jpg,70,34,32,34
2641.jpg,66,35,27,35
2642.jpg,68,37,31,36
2643.jpg,67,39,33,36
2644.jpg,75,29,38,39
2645.jpg,66,39,32,35
2646.jpg,62,40,35,40
2647.jpg,70,37,26,45
2648.jpg,43,41,16,36
2649.jpg,65,36,33,36
2650.jpg,64,41,31,41
2651.jpg,67,38,29,36
2652.jpg,65,37,30,38
2653.jpg,66,33,30,35
2654.jpg,68,33,26,30
2655.jpg,65,39,30,36
2656.jpg,63,37,29,40
2657.jpg,68,33,29,33
2658.jpg,66,42,31,44
2659.jpg,64,38,32,39
2660.jpg,68,41,26,44
2661.jpg,63,40,32,36
2662.jpg,63,38,30,38
2663.jpg,71,32,26,41
2664.jpg,62,37,31,37
2665.jpg,65,36,31,36
2666.jpg,64,37,33,38
2667.jpg,62,38,28,36
2668.jpg,64,39,33,37
2669.jpg,69,33,29,34
2670.jpg,72,31,22,37
2671.jpg,63,42,40,42
2672.jpg,70,33,31,38
2673.jpg,66,35,28,45
2674.jpg,58,39,35,41
2675.jpg,65,35,35,36
2676.jpg,65,42,30,37
2677.jpg,66,39,33,36
2678.jpg,69,36,30,38
2679.jpg,65,36,28,34
2680.jpg,64,36,30,40
2681.jpg,67,36,31,39
2682.jpg,66,38,31,40
2683.jpg,65,41,26,37
2684.jpg,40,42,8,50
2685.jpg,66,37,27,39
2686.jpg,69,38,29,36
2687.jpg,68,36,29,35
2688.jpg,64,37,30,40
2689.jpg,71,37,34,35
2690.jpg,66,37,29,40
2691.jpg,66,36,29,35
2692.jpg,65,40,33,35
2693.jpg,67,36,33,41
2694.jpg,65,37,29,38
2695.jpg,64,37,28,41
2696.jpg,71,38,37,38
2697.jpg,66,38,25,38
2698.jpg,60,39,35,31
2699.jpg,67,38,29,37
2700.jpg,65,43,31,38
2701.jpg,67,41,28,39
2702.jpg,63,35,32,38
2703.jpg,64,37,28,38
2704.jpg,65,34,27,41
2705.jpg,66,38,30,39
2706.jpg,66,37,31,39
2707.jpg,66,35,31,36
2708.jpg,73,38,32,38
2709.jpg,63,35,34,36
2710.jpg,67,38,31,37
2711.jpg,62,40,30,36
2712.jpg,67,41,33,37
2713.jpg,66,37,30,40
2714.jpg,68,40,30,37
2715.jpg,66,33,24,42
2716.jpg,44,40,14,47
2717.jpg,70,38,29,39
2718.jpg,69,34,28,38
2719.jpg,64,34,32,44
2720.jpg,64,38,29,38
2721.jpg,67,40,30,36
2722.jpg,68,43,33,36
2723.jpg,66,33,30,37
2724.jpg,67,38,31,37
2725.jpg,62,37,30,44
2726.jpg,62,44,36,36
2727.jpg,63,35,32,40
2728.jpg,65,38,33,40
2729.jpg,67,39,31,37
2730.jpg,65,33,30,36
2731.jpg,69,41,28,37
2732.jpg,64,38,30,41
2733.jpg,69,38,29,27
2734.jpg,70,34,31,38
2735.jpg,66,38,31,38
2736.jpg,68,35,29,40
2737.jpg,66,39,30,40
2738.jpg,58,39,34,44
2739.jpg,66,36,30,39
2740.jpg,64,38,30,37
2741.jpg,70,37,30,39
2742.jpg,62,37,30,40
2743.jpg,70,34,30,36
2744.jpg,66,39,31,39
2745.jpg,69,33,28,35
2746.jpg,67,38,26,35
2747.jpg,67,40,29,37
2748.jpg,63,31,33,36
2749.jpg,69,40,32,34
2750.jpg,68,42,27,38
2751.jpg,62,40,29,38
2752.jpg,70,41,30,39
2753.jpg,68,36,29,36
2754.jpg,68,39,32,37
2755.jpg,65,38,30,39
2756.jpg,69,36,28,37
2757.jpg,65,34,28,35
2758.jpg,66,44,36,39
2759.jpg,64,38,30,38
2760.jpg,74,41,21,40
2761.jpg,63,40,32,38
2762.jpg,65,36,29,36
2763.jpg,70,37,30,37
2764.jpg,66,37,30,35
2765.jpg,65,37,29,36
2766.jpg,59,37,31,37
2767.jpg,69,40,31,40
2768.jpg,65,38,28,39
2769.jpg,67,41,31,35
2770.jpg,64,34,32,36
2771.jpg,35,35,10,48
2772.jpg,63,38,29,41
2773.jpg,64,40,28,39
2774.jpg,66,35,29,43
2775.jpg,62,36,29,36
2776.jpg,68,36,25,40
2777.jpg,63,40,29,41
2778.jpg,69,40,25,35
2779.jpg,65,40,31,41
2780.jpg,66,37,31,36
2781.jpg,70,36,29,38
2782.jpg,63,34,29,35
2783.jpg,65,36,28,39
2784.jpg,70,38,33,35
2785.jpg,63,35,28,40
2786.jpg,65,38,30,38
2787.jpg,59,35,33,39
2788.jpg,68,37,29,33
2789.jpg,64,38,28,40
2790.jpg,69,39,36,33
2791.jpg,65,40,29,39
2792.jpg,63,39,28,36
2793.jpg,72,43,40,39
2794.jpg,65,34,28,39
2795.jpg,64,41,36,38
2796.jpg,68,37,31,37
2797.jpg,59,37,28,33
2798.jpg,66,37,28,37
2799.jpg,66,39,31,39
2800.jpg,68,39,31,33
2801.jpg,68,38,31,37
2802.jpg,47,59,31,60
2803.jpg,67,39,31,36
2804.jpg,67,37,30,39
2805.jpg,68,37,29,38
2806.jpg,66,35,29,36
2807.jpg,63,36,30,34
2808.jpg,67,30,36,38
2809.jpg,65,39,25,33
2810.jpg,66,39,27,40
2811.jpg,64,36,29,36
2812.jpg,65,34,28,41
2813.jpg,74,34,27,35
2814.jpg,67,36,32,35
2815.jpg,60,30,29,42
2816.jpg,66,38,32,32
2817.jpg,61,38,35,44
2818.jpg,68,31,24,34
2819.jpg,65,38,30,40
2820.jpg,67,36,32,39
2821.jpg,57,36,31,44
2822.jpg,65,35,29,37
2823.jpg,66,38,30,36
2824.jpg,70,36,28,30
2825.jpg,65,34,30,39
2826.jpg,66,40,30,37
2827.jpg,64,40,29,41
2828.jpg,63,38,31,41
2829.jpg,44,41,23,31
2830.jpg,69,37,31,38
2831.jpg,64,36,26,37
2832.jpg,66,37,27,37
2833.jpg,66,40,30,39
2834.jpg,60,43,30,33
2835.jpg,65,39,32,39
2836.jpg,68,42,32,42
2837.jpg,69,41,28,35
2838.jpg,69,37,34,36
2839.jpg,47,42,23,42
2840.jpg,65,38,31,40
2841.jpg,64,44,31,39
2842.jpg,58,35,27,47
2843.jpg,65,38,29,37
2844.jpg,62,39,33,42
2845.jpg,64,42,32,39
2846.jpg,59,34,37,34
2847.jpg,66,37,31,41
2848.jpg,67,39,28,39
2849.jpg,59,34,31,45
2850.jpg,65,42,36,36
2851.jpg,65,34,30,41
2852.jpg,66,38,30,37
2853.jpg,67,40,32,37
2854.jpg,62,39,33,33
