filename,cell_type,xmin,xmax,ymin,ymax
118.jpg,RBC,364,473,336,448
118.jpg,RBC,240,349,265,377
118.jpg,RBC,159,263,368,465
118.jpg,RBC,50,168,407,477
118.jpg,RBC,123,249,15,147
118.jpg,RBC,1,97,284,382
118.jpg,RBC,512,609,167,265
118.jpg,RBC,322,410,396,480
118.jpg,RBC,52,156,230,316
118.jpg,RBC,9,116,127,220
118.jpg,RBC,32,139,1,72
118.jpg,WBC,224,391,74,206
119.jpg,RBC,1,70,345,441
119.jpg,RBC,37,143,271,376
119.jpg,RBC,125,231,217,322
119.jpg,RBC,142,248,367,472
119.jpg,RBC,218,315,296,391
119.jpg,RBC,283,377,368,478
119.jpg,RBC,438,552,250,358
119.jpg,RBC,411,523,133,243
119.jpg,RBC,70,175,49,159
119.jpg,RBC,430,535,13,123
119.jpg,RBC,319,433,258,366
119.jpg,RBC,420,522,386,480
119.jpg,RBC,559,640,330,439
119.jpg,WBC,158,389,35,259
119.jpg,Platelets,519,598,154,224
119.jpg,Platelets,517,563,1,37
120.jpg,RBC,65,165,42,177
120.jpg,RBC,373,488,1,83
120.jpg,RBC,227,346,3,107
120.jpg,RBC,487,606,128,232
120.jpg,RBC,175,294,288,392
120.jpg,RBC,94,212,387,480
120.jpg,RBC,311,420,351,465
120.jpg,RBC,49,155,273,360
120.jpg,RBC,165,273,77,185
120.jpg,RBC,106,248,168,293
120.jpg,RBC,466,575,397,480
120.jpg,RBC,557,640,202,307
120.jpg,WBC,253,466,143,351
120.jpg,Platelets,70,108,15,53
121.jpg,RBC,53,162,306,412
121.jpg,RBC,1,68,203,322
121.jpg,RBC,162,271,114,220
121.jpg,RBC,110,221,82,197
121.jpg,RBC,151,245,1,89
121.jpg,RBC,243,337,1,89
121.jpg,RBC,509,613,206,303
121.jpg,RBC,479,583,105,202
121.jpg,RBC,376,480,142,239
121.jpg,RBC,238,360,235,338
121.jpg,RBC,176,291,212,315
121.jpg,RBC,158,256,320,449
121.jpg,RBC,307,378,336,455
121.jpg,RBC,316,451,1,153
121.jpg,WBC,338,562,248,450
122.jpg,WBC,260,491,177,376
122.jpg,RBC,78,184,336,435
122.jpg,RBC,63,169,237,336
122.jpg,RBC,214,320,362,461
122.jpg,RBC,414,506,352,445
122.jpg,RBC,555,640,356,455
122.jpg,RBC,469,567,412,480
122.jpg,RBC,1,87,333,437
122.jpg,RBC,4,95,406,480
122.jpg,RBC,155,247,74,174
122.jpg,RBC,11,104,84,162
122.jpg,RBC,534,639,39,139
122.jpg,RBC,547,640,195,295
122.jpg,RBC,388,481,11,111
122.jpg,RBC,171,264,175,275
122.jpg,RBC,260,374,1,83
122.jpg,RBC,229,343,91,174
122.jpg,RBC,69,184,144,235
122.jpg,RBC,482,594,131,230
122.jpg,RBC,368,464,89,176
123.jpg,RBC,230,358,143,243
123.jpg,RBC,237,348,1,84
123.jpg,RBC,134,245,78,162
123.jpg,RBC,80,173,53,136
123.jpg,RBC,495,591,1,79
123.jpg,RBC,106,199,203,287
123.jpg,RBC,408,501,383,467
123.jpg,RBC,461,554,374,458
123.jpg,RBC,232,325,377,461
123.jpg,RBC,471,571,80,189
123.jpg,RBC,378,482,1,72
123.jpg,RBC,19,119,155,256
123.jpg,WBC,240,362,262,389
123.jpg,Platelets,402,440,72,113
123.jpg,Platelets,262,300,74,115
124.jpg,RBC,19,133,312,440
124.jpg,RBC,308,422,365,480
124.jpg,RBC,500,619,244,359
124.jpg,RBC,474,600,151,257
124.jpg,RBC,565,640,26,152
124.jpg,RBC,472,565,33,149
124.jpg,RBC,346,472,1,106
124.jpg,RBC,356,473,104,197
124.jpg,RBC,217,334,85,178
124.jpg,RBC,378,474,205,304
124.jpg,RBC,467,567,395,480
124.jpg,RBC,190,291,408,480
124.jpg,RBC,149,260,317,411
124.jpg,RBC,1,129,109,220
124.jpg,WBC,207,418,160,388
125.jpg,RBC,458,571,198,296
125.jpg,RBC,405,518,240,338
125.jpg,RBC,365,478,40,138
125.jpg,RBC,512,630,75,188
125.jpg,RBC,468,570,71,175
125.jpg,RBC,175,288,169,267
125.jpg,RBC,278,391,358,456
125.jpg,RBC,527,640,306,404
125.jpg,RBC,229,342,31,129
125.jpg,RBC,23,136,44,142
125.jpg,RBC,21,134,310,408
125.jpg,RBC,121,234,280,378
125.jpg,RBC,60,143,382,480
125.jpg,RBC,50,194,134,254
125.jpg,RBC,399,495,405,480
125.jpg,WBC,142,258,378,480
125.jpg,Platelets,360,395,85,115
126.jpg,RBC,378,489,278,374
126.jpg,RBC,448,580,67,177
126.jpg,RBC,308,409,23,145
126.jpg,RBC,10,117,220,337
126.jpg,RBC,65,181,190,319
126.jpg,RBC,171,279,66,185
126.jpg,RBC,136,259,329,442
126.jpg,RBC,229,350,322,414
126.jpg,RBC,25,160,368,477
126.jpg,RBC,370,489,382,477
126.jpg,RBC,525,638,8,93
126.jpg,RBC,20,141,28,147
126.jpg,RBC,510,608,259,359
126.jpg,RBC,566,640,152,265
126.jpg,RBC,424,581,163,278
126.jpg,WBC,185,447,127,338
126.jpg,Platelets,320,360,398,443
126.jpg,Platelets,127,183,79,128
127.jpg,RBC,208,312,278,400
127.jpg,RBC,247,351,232,337
127.jpg,RBC,325,429,163,268
127.jpg,RBC,257,361,105,210
127.jpg,RBC,100,247,393,480
127.jpg,RBC,1,104,60,165
127.jpg,WBC,354,513,4,153
127.jpg,Platelets,230,267,146,177
128.jpg,RBC,24,131,94,202
128.jpg,RBC,402,525,251,358
128.jpg,RBC,411,534,373,480
128.jpg,RBC,538,637,1,106
128.jpg,RBC,342,434,154,249
128.jpg,RBC,452,559,73,172
128.jpg,RBC,99,206,228,327
128.jpg,RBC,36,156,239,344
128.jpg,RBC,156,260,63,168
128.jpg,RBC,388,476,165,250
128.jpg,WBC,101,269,373,480
128.jpg,WBC,180,404,215,457
129.jpg,RBC,82,214,1,79
129.jpg,RBC,316,404,130,238
129.jpg,RBC,281,372,246,339
129.jpg,RBC,395,486,4,96
129.jpg,RBC,409,505,356,448
129.jpg,RBC,559,640,160,253
129.jpg,RBC,524,605,26,119
129.jpg,RBC,490,580,395,477
129.jpg,RBC,46,134,295,408
129.jpg,RBC,95,190,99,202
129.jpg,RBC,185,276,86,171
129.jpg,RBC,98,211,196,299
129.jpg,RBC,187,272,267,360
129.jpg,RBC,210,301,321,411
129.jpg,RBC,131,238,346,446
129.jpg,WBC,374,549,181,334
129.jpg,Platelets,249,288,406,447
130.jpg,WBC,91,272,255,402
130.jpg,Platelets,462,498,83,119
130.jpg,Platelets,429,482,16,65
130.jpg,Platelets,165,201,431,467
130.jpg,RBC,514,633,267,372
130.jpg,RBC,209,328,151,256
130.jpg,RBC,247,366,119,224
130.jpg,RBC,310,429,135,240
130.jpg,RBC,356,475,130,235
130.jpg,RBC,399,518,153,258
130.jpg,RBC,437,556,161,266
130.jpg,RBC,506,625,137,242
130.jpg,RBC,113,232,1,105
130.jpg,RBC,217,336,1,105
130.jpg,RBC,292,411,27,132
130.jpg,RBC,1,100,182,312
130.jpg,RBC,358,478,398,480
131.jpg,RBC,451,560,19,108
131.jpg,RBC,408,514,118,211
131.jpg,RBC,432,573,415,480
131.jpg,RBC,269,373,323,443
131.jpg,RBC,288,399,138,232
131.jpg,RBC,533,637,205,325
131.jpg,RBC,477,600,269,367
131.jpg,RBC,135,219,186,265
131.jpg,RBC,5,114,218,300
131.jpg,RBC,42,161,340,453
131.jpg,WBC,145,262,61,166
131.jpg,RBC,557,640,125,214
131.jpg,RBC,282,377,408,480
131.jpg,RBC,180,270,343,434
132.jpg,RBC,161,286,75,185
132.jpg,RBC,48,179,78,207
132.jpg,RBC,516,637,183,296
132.jpg,RBC,173,291,351,449
132.jpg,RBC,47,165,361,459
132.jpg,RBC,1,118,11,109
132.jpg,RBC,439,580,10,132
132.jpg,RBC,315,436,242,344
132.jpg,RBC,519,624,378,472
132.jpg,WBC,293,498,57,260
133.jpg,RBC,115,237,1,97
133.jpg,RBC,138,254,400,480
133.jpg,RBC,547,640,242,347
133.jpg,RBC,1,119,107,190
133.jpg,RBC,183,305,134,231
133.jpg,RBC,64,186,324,421
133.jpg,RBC,248,362,307,410
133.jpg,RBC,494,613,22,140
133.jpg,RBC,548,636,111,208
133.jpg,Platelets,263,299,89,126
133.jpg,WBC,345,553,264,446
134.jpg,RBC,16,119,195,303
134.jpg,RBC,75,203,300,412
134.jpg,RBC,516,626,108,213
134.jpg,RBC,373,469,105,225
134.jpg,RBC,171,296,205,314
134.jpg,RBC,383,479,310,430
134.jpg,RBC,279,378,312,442
134.jpg,RBC,447,552,1,91
134.jpg,RBC,200,288,411,480
134.jpg,RBC,355,454,1,84
134.jpg,RBC,8,123,1,65
134.jpg,RBC,580,640,232,331
134.jpg,RBC,1,83,383,480
135.jpg,RBC,23,126,294,393
135.jpg,RBC,223,306,119,204
135.jpg,RBC,499,602,141,236
135.jpg,RBC,117,220,52,147
135.jpg,RBC,472,577,243,354
135.jpg,RBC,556,640,354,439
135.jpg,RBC,466,564,405,480
135.jpg,RBC,302,405,434,480
135.jpg,RBC,165,265,441,480
135.jpg,RBC,1,87,62,144
135.jpg,WBC,200,356,247,396
135.jpg,RBC,122,206,294,396
135.jpg,RBC,110,194,214,316
135.jpg,RBC,357,446,153,264
135.jpg,RBC,288,379,103,198
136.jpg,RBC,307,409,235,328
136.jpg,RBC,330,442,133,227
136.jpg,RBC,192,302,150,260
136.jpg,RBC,254,366,1,93
136.jpg,RBC,52,140,16,112
136.jpg,RBC,27,136,253,344
136.jpg,RBC,334,443,58,149
136.jpg,RBC,252,359,317,418
136.jpg,RBC,200,293,266,391
136.jpg,RBC,477,590,165,238
136.jpg,RBC,444,550,129,204
136.jpg,WBC,400,547,370,480
137.jpg,RBC,333,421,174,274
137.jpg,RBC,312,416,16,119
137.jpg,RBC,173,252,51,140
137.jpg,RBC,453,538,291,383
137.jpg,RBC,408,501,219,315
137.jpg,RBC,460,553,119,215
137.jpg,RBC,287,394,369,480
137.jpg,RBC,1,68,204,310
137.jpg,RBC,201,303,355,469
137.jpg,RBC,28,119,12,120
137.jpg,WBC,104,275,149,302
137.jpg,Platelets,511,544,253,285
137.jpg,Platelets,170,202,15,55
137.jpg,Platelets,50,69,77,100
137.jpg,Platelets,376,411,142,174
138.jpg,WBC,279,499,365,480
139.jpg,RBC,440,563,347,450
139.jpg,RBC,274,388,179,258
139.jpg,RBC,340,441,261,366
139.jpg,RBC,364,480,103,210
139.jpg,RBC,378,493,1,91
139.jpg,RBC,32,152,371,480
139.jpg,RBC,6,106,276,370
139.jpg,RBC,6,130,41,141
139.jpg,RBC,98,207,1,72
139.jpg,RBC,207,316,1,72
139.jpg,RBC,503,609,75,180
139.jpg,RBC,318,424,301,406
139.jpg,RBC,171,273,345,430
139.jpg,RBC,181,306,47,169
139.jpg,RBC,560,640,135,232
139.jpg,RBC,1,97,134,227
139.jpg,Platelets,277,332,392,440
139.jpg,Platelets,526,589,219,283
139.jpg,WBC,55,265,149,347
140.jpg,Platelets,257,300,162,202
140.jpg,WBC,221,386,223,387
140.jpg,Platelets,541,582,394,435
141.jpg,RBC,297,374,131,222
141.jpg,RBC,473,599,217,313
141.jpg,RBC,360,463,126,237
141.jpg,RBC,144,275,184,322
141.jpg,RBC,37,104,279,377
141.jpg,RBC,476,543,46,144
141.jpg,RBC,529,602,319,415
141.jpg,RBC,9,114,406,480
141.jpg,RBC,207,312,284,374
141.jpg,WBC,295,490,292,447
141.jpg,Platelets,153,184,425,458
141.jpg,RBC,377,473,46,142
142.jpg,RBC,227,328,85,209
142.jpg,RBC,225,326,83,207
142.jpg,RBC,366,466,1,96
142.jpg,RBC,343,443,136,232
142.jpg,RBC,166,286,195,291
142.jpg,RBC,98,221,297,418
142.jpg,RBC,436,559,83,204
142.jpg,RBC,457,563,283,394
142.jpg,RBC,552,640,336,429
142.jpg,RBC,1,94,250,371
142.jpg,WBC,216,517,209,480
143.jpg,RBC,388,478,157,262
143.jpg,RBC,266,373,385,480
143.jpg,RBC,359,466,363,458
143.jpg,RBC,306,428,274,380
143.jpg,RBC,56,178,296,402
143.jpg,RBC,104,200,176,279
143.jpg,RBC,386,514,4,122
143.jpg,RBC,449,541,389,480
143.jpg,RBC,425,513,252,364
143.jpg,RBC,230,331,1,72
143.jpg,WBC,170,411,57,290
144.jpg,RBC,457,553,164,251
144.jpg,RBC,501,586,261,351
144.jpg,RBC,570,640,303,406
144.jpg,RBC,472,579,353,445
144.jpg,RBC,44,136,310,403
144.jpg,RBC,25,138,394,479
144.jpg,RBC,121,244,274,394
144.jpg,RBC,162,259,140,249
144.jpg,RBC,19,98,1,87
144.jpg,RBC,153,254,47,137
144.jpg,RBC,232,318,415,480
144.jpg,RBC,95,192,38,158
144.jpg,RBC,574,640,208,300
144.jpg,RBC,225,321,223,310
144.jpg,WBC,215,458,40,268
145.jpg,RBC,47,134,222,312
145.jpg,RBC,51,138,46,136
145.jpg,RBC,138,259,36,122
145.jpg,RBC,277,383,36,126
145.jpg,RBC,510,632,267,381
145.jpg,RBC,469,556,62,165
145.jpg,RBC,97,184,377,480
145.jpg,RBC,500,640,377,477
145.jpg,RBC,422,518,296,395
145.jpg,WBC,195,434,287,480
146.jpg,RBC,154,270,246,356
146.jpg,RBC,128,226,150,241
146.jpg,RBC,11,135,1,91
146.jpg,RBC,461,560,32,125
146.jpg,RBC,462,563,311,407
146.jpg,RBC,287,397,339,439
146.jpg,RBC,8,145,201,308
146.jpg,RBC,1,91,107,198
146.jpg,RBC,436,537,216,312
146.jpg,RBC,365,476,27,124
146.jpg,WBC,196,413,57,272
147.jpg,RBC,413,537,202,317
147.jpg,RBC,227,338,372,457
147.jpg,RBC,34,145,2,100
147.jpg,RBC,122,233,236,334
147.jpg,RBC,367,478,123,221
147.jpg,RBC,1,108,139,249
147.jpg,RBC,245,356,123,221
147.jpg,RBC,526,637,56,154
147.jpg,RBC,419,514,1,78
147.jpg,RBC,1,92,300,393
147.jpg,WBC,254,381,225,370
147.jpg,Platelets,61,88,387,415
147.jpg,Platelets,77,103,432,472
148.jpg,RBC,206,333,125,236
148.jpg,RBC,87,186,201,299
148.jpg,RBC,2,98,1,96
148.jpg,RBC,31,155,98,195
148.jpg,RBC,284,380,258,344
148.jpg,RBC,252,356,306,418
148.jpg,RBC,237,341,361,473
148.jpg,RBC,390,508,226,311
148.jpg,RBC,487,600,408,480
148.jpg,RBC,429,570,301,420
148.jpg,RBC,340,445,372,480
148.jpg,RBC,513,633,1,98
148.jpg,RBC,146,249,341,446
148.jpg,RBC,307,410,11,116
148.jpg,RBC,32,135,272,377
148.jpg,Platelets,253,294,47,94
148.jpg,Platelets,1,34,75,123
148.jpg,WBC,365,564,64,232
149.jpg,RBC,153,243,309,394
149.jpg,RBC,131,224,401,480
149.jpg,RBC,377,484,176,285
149.jpg,RBC,486,575,274,362
149.jpg,RBC,434,516,1,74
149.jpg,RBC,481,592,55,154
149.jpg,RBC,90,184,118,206
149.jpg,RBC,274,374,137,230
149.jpg,RBC,515,615,1,50
149.jpg,RBC,561,640,132,231
149.jpg,RBC,589,640,304,388
149.jpg,RBC,527,638,392,480
149.jpg,RBC,271,398,18,114
149.jpg,WBC,234,369,332,480
149.jpg,Platelets,282,324,296,339
150.jpg,RBC,316,432,20,111
150.jpg,RBC,34,156,93,194
150.jpg,RBC,40,147,203,296
150.jpg,RBC,108,224,186,313
150.jpg,RBC,234,287,202,336
150.jpg,RBC,242,342,269,375
150.jpg,RBC,45,150,349,457
150.jpg,RBC,313,462,122,214
150.jpg,RBC,508,613,136,257
150.jpg,RBC,193,320,405,480
150.jpg,RBC,147,233,318,432
150.jpg,RBC,119,235,13,118
150.jpg,WBC,294,632,181,432
151.jpg,RBC,311,429,95,210
151.jpg,RBC,1,95,59,157
151.jpg,RBC,72,192,33,133
151.jpg,RBC,52,153,380,473
151.jpg,RBC,424,546,403,479
151.jpg,RBC,522,612,52,145
151.jpg,RBC,411,501,172,265
151.jpg,RBC,83,181,160,249
151.jpg,RBC,8,113,309,403
151.jpg,RBC,492,597,176,270
151.jpg,RBC,425,522,1,87
151.jpg,WBC,152,388,237,454
152.jpg,RBC,1,89,164,257
152.jpg,RBC,46,171,67,177
152.jpg,RBC,289,396,88,196
152.jpg,RBC,357,454,185,271
152.jpg,RBC,97,230,320,441
152.jpg,RBC,13,99,324,395
152.jpg,WBC,218,332,181,320
152.jpg,Platelets,106,181,236,309
152.jpg,Platelets,51,89,34,79
153.jpg,RBC,445,545,41,138
153.jpg,RBC,471,571,210,307
153.jpg,RBC,1,100,1,97
153.jpg,RBC,3,103,130,227
153.jpg,RBC,63,163,267,364
153.jpg,RBC,340,454,324,423
153.jpg,RBC,526,637,212,340
153.jpg,RBC,256,360,257,341
153.jpg,RBC,336,437,127,217
153.jpg,RBC,353,454,389,480
153.jpg,Platelets,187,231,427,470
153.jpg,Platelets,547,582,386,417
153.jpg,Platelets,77,116,230,268
153.jpg,Platelets,98,143,49,85
153.jpg,Platelets,259,297,1,26
153.jpg,WBC,92,329,45,266
154.jpg,RBC,45,146,88,180
154.jpg,RBC,361,484,124,234
154.jpg,RBC,95,199,414,479
154.jpg,RBC,118,247,68,150
154.jpg,RBC,1,101,3,100
154.jpg,WBC,205,434,267,480
155.jpg,RBC,234,343,307,423
155.jpg,RBC,415,550,219,359
155.jpg,RBC,69,178,126,242
155.jpg,RBC,288,397,1,97
155.jpg,RBC,572,640,330,434
155.jpg,RBC,101,214,378,480
155.jpg,RBC,58,156,8,108
155.jpg,WBC,251,471,91,306
155.jpg,Platelets,142,177,53,87
155.jpg,Platelets,549,600,237,285
156.jpg,RBC,374,479,16,112
156.jpg,RBC,479,584,22,118
156.jpg,RBC,381,486,144,240
156.jpg,RBC,214,327,333,438
156.jpg,RBC,139,258,227,349
156.jpg,RBC,137,232,58,158
156.jpg,RBC,439,558,341,463
156.jpg,RBC,387,489,413,479
156.jpg,RBC,510,629,220,300
156.jpg,RBC,13,130,27,154
156.jpg,RBC,228,318,1,82
156.jpg,RBC,148,266,322,413
156.jpg,RBC,336,444,321,434
156.jpg,WBC,184,388,85,295
157.jpg,RBC,131,243,358,450
157.jpg,RBC,279,398,64,171
157.jpg,RBC,471,590,3,110
157.jpg,RBC,544,640,88,191
157.jpg,RBC,465,584,157,264
157.jpg,RBC,69,147,307,438
157.jpg,RBC,417,536,373,480
157.jpg,RBC,396,515,265,372
157.jpg,RBC,335,450,1,75
157.jpg,RBC,40,159,31,138
157.jpg,WBC,123,340,150,358
158.jpg,RBC,503,617,39,148
158.jpg,RBC,319,433,56,165
158.jpg,RBC,52,166,133,242
158.jpg,RBC,131,245,315,424
158.jpg,RBC,201,315,188,297
158.jpg,RBC,233,347,124,233
158.jpg,RBC,128,229,45,153
158.jpg,RBC,251,355,385,479
158.jpg,RBC,460,564,140,234
158.jpg,RBC,543,640,158,267
158.jpg,WBC,317,562,222,441
159.jpg,RBC,54,161,262,385
159.jpg,RBC,278,385,49,172
159.jpg,RBC,149,283,159,258
159.jpg,RBC,456,553,215,315
159.jpg,RBC,508,605,149,249
159.jpg,RBC,438,540,17,147
159.jpg,RBC,1,113,71,196
159.jpg,RBC,64,168,1,94
159.jpg,RBC,543,640,65,165
159.jpg,RBC,543,640,258,364
159.jpg,WBC,202,430,236,478
159.jpg,Platelets,167,206,355,391
159.jpg,Platelets,62,115,177,224
160.jpg,RBC,180,273,281,386
160.jpg,RBC,246,339,343,448
160.jpg,RBC,432,551,257,361
160.jpg,RBC,521,640,203,307
160.jpg,RBC,535,640,101,206
160.jpg,RBC,332,443,279,402
160.jpg,RBC,162,280,1,102
160.jpg,RBC,55,173,66,168
160.jpg,RBC,140,258,163,265
160.jpg,RBC,1,117,270,372
160.jpg,WBC,251,482,55,288
161.jpg,RBC,20,130,1,107
161.jpg,RBC,140,250,69,176
161.jpg,RBC,1,99,329,430
161.jpg,RBC,255,357,188,292
161.jpg,RBC,367,469,74,178
161.jpg,RBC,537,640,131,235
161.jpg,RBC,495,598,229,333
161.jpg,RBC,412,500,230,314
161.jpg,RBC,440,528,415,480
161.jpg,RBC,12,114,102,206
161.jpg,RBC,81,176,232,353
161.jpg,WBC,137,272,344,471
162.jpg,RBC,529,618,174,260
162.jpg,RBC,347,449,290,407
162.jpg,RBC,4,100,347,437
162.jpg,RBC,383,516,413,478
162.jpg,RBC,254,372,391,480
162.jpg,RBC,246,353,297,401
162.jpg,RBC,347,483,1,104
162.jpg,RBC,505,616,362,455
162.jpg,RBC,41,129,12,149
162.jpg,RBC,318,441,117,213
162.jpg,RBC,30,147,236,329
162.jpg,RBC,84,192,321,413
162.jpg,Platelets,28,81,183,226
162.jpg,WBC,74,336,108,359
163.jpg,RBC,140,264,161,253
163.jpg,RBC,360,451,283,374
163.jpg,RBC,429,559,302,418
163.jpg,RBC,521,629,231,328
163.jpg,RBC,392,528,153,261
163.jpg,RBC,408,502,56,154
163.jpg,RBC,372,466,1,98
163.jpg,RBC,546,640,48,146
163.jpg,RBC,173,286,1,93
163.jpg,RBC,61,160,1,72
163.jpg,RBC,1,66,25,121
163.jpg,WBC,91,249,261,399
163.jpg,Platelets,264,305,80,125
164.jpg,RBC,331,425,110,199
164.jpg,RBC,212,325,318,433
164.jpg,RBC,138,262,54,177
164.jpg,RBC,101,180,16,87
164.jpg,RBC,276,380,14,122
164.jpg,RBC,444,534,96,189
164.jpg,RBC,531,640,309,415
164.jpg,RBC,559,640,212,311
164.jpg,RBC,463,556,228,323
164.jpg,RBC,539,639,107,202
164.jpg,RBC,465,565,422,480
164.jpg,RBC,445,547,317,415
164.jpg,RBC,1,99,158,273
164.jpg,RBC,290,392,154,258
164.jpg,WBC,17,242,184,398
164.jpg,Platelets,245,286,121,158
165.jpg,RBC,474,575,80,176
165.jpg,RBC,405,506,78,174
165.jpg,RBC,453,550,227,348
165.jpg,RBC,64,161,89,210
165.jpg,RBC,1,87,330,434
165.jpg,RBC,277,389,301,394
165.jpg,WBC,279,437,128,301
165.jpg,Platelets,604,640,125,177
166.jpg,WBC,75,224,179,315
166.jpg,Platelets,440,495,283,317
166.jpg,RBC,241,358,86,199
166.jpg,RBC,212,293,48,142
166.jpg,RBC,364,463,143,228
166.jpg,RBC,424,545,137,228
166.jpg,RBC,227,348,193,300
166.jpg,RBC,207,328,265,372
166.jpg,RBC,139,260,320,427
166.jpg,RBC,256,377,365,472
166.jpg,RBC,390,511,356,463
166.jpg,RBC,506,624,110,196
166.jpg,RBC,517,638,57,148
166.jpg,RBC,421,526,8,107
166.jpg,RBC,70,200,23,145
166.jpg,RBC,19,129,70,186
166.jpg,RBC,1,87,128,251
166.jpg,RBC,1,79,194,318
166.jpg,RBC,1,75,264,366
166.jpg,RBC,1,75,310,412
166.jpg,RBC,24,105,355,459
166.jpg,RBC,11,103,423,480
166.jpg,RBC,207,300,1,51
166.jpg,RBC,275,365,1,74
167.jpg,RBC,87,176,300,396
167.jpg,RBC,299,416,180,283
167.jpg,RBC,553,640,229,322
167.jpg,RBC,509,613,142,245
167.jpg,RBC,499,605,1,101
167.jpg,RBC,453,559,62,163
167.jpg,RBC,534,640,58,159
167.jpg,RBC,408,525,239,342
167.jpg,RBC,329,418,378,472
167.jpg,RBC,491,584,398,480
167.jpg,RBC,406,499,398,480
167.jpg,RBC,6,99,398,480
167.jpg,RBC,152,235,23,129
167.jpg,WBC,6,130,10,154
167.jpg,Platelets,331,378,35,75
168.jpg,RBC,454,581,197,300
168.jpg,RBC,303,374,284,389
168.jpg,RBC,339,466,159,262
168.jpg,RBC,337,464,157,260
168.jpg,RBC,323,407,120,201
168.jpg,RBC,234,361,84,187
168.jpg,RBC,211,317,1,108
168.jpg,RBC,1,90,14,122
168.jpg,RBC,1,63,138,239
168.jpg,RBC,210,316,336,444
168.jpg,RBC,9,112,371,469
168.jpg,RBC,11,114,272,370
168.jpg,RBC,78,183,368,449
168.jpg,RBC,490,590,10,116
168.jpg,RBC,556,640,126,197
168.jpg,WBC,70,287,165,368
168.jpg,Platelets,369,431,260,325
168.jpg,Platelets,564,615,1,44
169.jpg,RBC,408,536,135,250
169.jpg,RBC,239,361,38,125
169.jpg,RBC,371,488,23,136
169.jpg,RBC,484,601,21,134
169.jpg,RBC,107,197,238,355
169.jpg,RBC,1,92,137,235
169.jpg,RBC,582,640,232,326
169.jpg,RBC,72,177,1,86
169.jpg,WBC,172,406,209,427
170.jpg,RBC,177,302,154,272
170.jpg,RBC,221,346,271,389
170.jpg,RBC,255,373,40,152
170.jpg,RBC,379,496,22,133
170.jpg,RBC,78,188,382,480
170.jpg,RBC,20,154,8,113
170.jpg,RBC,137,280,34,158
170.jpg,WBC,46,193,212,370
170.jpg,Platelets,445,489,455,479
171.jpg,RBC,20,137,314,432
171.jpg,RBC,294,389,70,173
171.jpg,RBC,168,291,18,112
171.jpg,RBC,378,485,53,149
171.jpg,RBC,357,464,383,479
171.jpg,RBC,388,495,214,310
171.jpg,RBC,383,490,166,262
171.jpg,RBC,504,613,66,195
171.jpg,RBC,108,202,28,134
171.jpg,RBC,181,275,343,449
171.jpg,RBC,435,550,310,414
171.jpg,Platelets,346,383,313,344
171.jpg,Platelets,304,340,368,406
171.jpg,Platelets,70,112,91,132
171.jpg,WBC,59,287,127,359
172.jpg,RBC,169,300,179,317
172.jpg,RBC,423,520,336,453
172.jpg,RBC,532,629,358,475
172.jpg,RBC,353,448,39,135
172.jpg,RBC,345,451,124,245
172.jpg,RBC,309,415,233,354
172.jpg,RBC,532,639,151,268
172.jpg,RBC,455,593,69,184
172.jpg,RBC,4,136,188,316
172.jpg,RBC,102,220,77,196
172.jpg,WBC,124,335,300,480
172.jpg,Platelets,589,626,134,167
173.jpg,RBC,251,360,341,451
173.jpg,RBC,319,433,408,479
173.jpg,RBC,407,516,327,437
173.jpg,RBC,413,497,234,324
173.jpg,RBC,318,427,247,357
173.jpg,RBC,203,312,85,195
173.jpg,RBC,156,262,107,211
173.jpg,RBC,281,384,1,70
173.jpg,RBC,389,498,91,201
173.jpg,RBC,443,549,1,81
173.jpg,RBC,31,153,126,222
173.jpg,RBC,106,221,18,125
173.jpg,WBC,73,234,242,391
174.jpg,RBC,474,609,202,309
174.jpg,RBC,356,441,248,333
174.jpg,RBC,393,494,343,429
174.jpg,RBC,232,334,150,240
174.jpg,RBC,416,518,1,90
174.jpg,RBC,204,306,45,135
174.jpg,RBC,218,320,316,406
174.jpg,RBC,507,612,308,399
174.jpg,RBC,501,603,406,480
174.jpg,RBC,1,85,228,308
174.jpg,WBC,28,172,129,243
175.jpg,RBC,349,476,249,362
175.jpg,RBC,255,363,277,402
175.jpg,RBC,163,264,317,399
175.jpg,RBC,132,242,349,434
175.jpg,RBC,1,96,376,476
175.jpg,RBC,85,165,90,186
175.jpg,RBC,532,629,147,253
175.jpg,RBC,445,550,364,463
175.jpg,RBC,437,548,54,159
175.jpg,RBC,303,395,53,141
175.jpg,RBC,254,344,28,122
175.jpg,WBC,131,334,115,338
176.jpg,WBC,128,336,215,391
176.jpg,RBC,406,514,176,272
176.jpg,RBC,400,510,73,181
176.jpg,RBC,215,299,87,187
176.jpg,RBC,435,547,302,400
176.jpg,RBC,424,536,354,452
176.jpg,RBC,131,235,382,470
176.jpg,RBC,481,585,164,252
176.jpg,RBC,5,102,335,434
176.jpg,RBC,1,53,101,205
176.jpg,RBC,221,340,390,464
176.jpg,RBC,156,260,1,84
176.jpg,RBC,279,381,37,145
176.jpg,RBC,528,621,1,87
176.jpg,RBC,488,581,11,98
176.jpg,RBC,4,106,245,353
176.jpg,RBC,322,424,335,443
176.jpg,Platelets,382,419,47,79
177.jpg,RBC,183,260,144,287
177.jpg,RBC,129,249,40,141
177.jpg,RBC,86,181,153,244
